57,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight/Sahara Kelly/Judy Mays/Marteeka Karland/Kate Douglas/Shelby Morgen/Lacey Savage/Kate Hill/Willa Okati,3.76,1595962808,9781595962805.0,eng,304.0,167.0,4.0,11/1/2005;;
58,Changeling (Changeling  #1),Delia Sherman,3.6,0670059676,9780670059676.0,eng,256.0,978.0,111.0,8/17/2006;;
59,The Changeling Sea,Patricia A. McKillip,4.06,0141312629,9780141312620.0,eng,137.0,4454.0,302.0,4/14/2003;;
61,The Changeling,Zilpha Keatley Snyder,4.17,0595321801,9780595321803.0,eng,228.0,1176.0,96.0,6/8/2004;;
63,The Changeling,Kate Horsley,3.55,1590301943,9781590301944.0,eng,339.0,301.0,43.0,4/12/2005;;
66,The Changeling (Daughters of England  #15),Philippa Carr,3.98,0449146979,9780449146972.0,eng,369.0,345.0,12.0,8/28/1990;;
67,The Known World,Edward P. Jones,3.83,0061159174,9780061159176.0,eng,388.0,29686.0,2626.0,8/29/2006;;
68,The Known World,Edward P. Jones/Kevin R. Free,3.83,006076273X,9780060762735.0,en-US,14.0,55.0,12.0,6/15/2004;;
69,The Known World,Edward P. Jones,3.83,0060749911,9780060749910.0,eng,576.0,22.0,3.0,6/15/2004;;
71,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,3.83,0273704745,9780273704744.0,eng,334.0,1456.0,82.0,5/15/2006;;
72,Artesia: Adventures in the Known World,Mark Smylie,4.13,1932386106,9781932386103.0,eng,352.0,52.0,4.0,12/14/2005;;
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,0374517193,9780374517199.0,eng,416.0,562.0,37.0,6/1/1982;;
75,Uncommon Carriers,John McPhee,3.95,0374280398,9780374280390.0,en-US,248.0,1630.0,203.0,5/16/2006;;
76,Heirs of General Practice,John McPhee,4.17,0374519749,9780374519742.0,eng,128.0,268.0,22.0,4/1/1986;;
77,The Control of Nature,John McPhee,4.24,0374522596,9780374522599.0,en-US,288.0,3498.0,305.0,9/1/1990;;
78,Annals of the Former World,John McPhee,4.34,0374518734,9780374518738.0,eng,720.0,3115.0,228.0,1/6/1999;;
79,Coming Into the Country,John McPhee,4.22,0374522871,9780374522872.0,eng,448.0,5704.0,261.0,4/1/1991;;
80,La Place de la Concorde Suisse,John McPhee,3.92,0374519323,9780374519322.0,fre,160.0,698.0,52.0,4/1/1994;;
81,Giving Good Weight,John McPhee,4.23,0374516006,9780374516000.0,eng,288.0,542.0,36.0,4/1/1994;;
83,Rising from the Plains,John McPhee,4.23,0374520658,9780374520656.0,eng,208.0,1341.0,98.0,11/1/1987;;
85,The Heidi Chronicles,Wendy Wasserstein,3.75,0822205106,9780822205104.0,eng,81.0,1423.0,70.0,3/1/2002;;
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,0679734996,9780679734994.0,eng,249.0,2766.0,64.0,7/2/1991;;
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,1596670231,9781596670235.0,eng,138.0,31.0,1.0,3/29/2006;;
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9781581807745.0,en-US,128.0,62.0,4.0,3/14/2006;;
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,0800793617,9780800793616.0,eng,192.0,860.0,53.0,9/1/2003;;
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.68,0871202867,9780871202864.0,en-US,108.0,77.0,2.0,1/28/1997;;
93,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.99,0753454947,9780753454947.0,eng,352.0,153317.0,2257.0,11/15/2002;;
94,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,3.25,0871209993,9780871209993.0,eng,192.0,55.0,5.0,11/15/2004;;
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,1852402873,9781852402877.0,eng,192.0,34.0,6.0,4/28/2003;;
98,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.89,0761129588,9780761129585.0,eng,832.0,11797.0,659.0,10/16/2003;;
99,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,3.82,0972016414,9780972016414.0,eng,123.0,34.0,8.0,5/10/2004;;
100,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,3.78,1581805632,9781581805635.0,en-US,128.0,78.0,4.0,8/19/2004;;
103,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.84,0441294677,9780441294671.0,eng,423.0,2785.0,166.0,6/15/1987;;
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.91,0441102670,9780441102679.0,eng,436.0,38778.0,568.0,7/1/1987;;
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,0441172695,9780441172696.0,eng,331.0,97494.0,2359.0,7/15/1987;;
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,4.01,0765306476,9780765306470.0,en-US,592.0,784.0,21.0,7/1/2004;;
109,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,0399128980,9780399128981.0,eng,480.0,272.0,20.0,4/16/1984;;
110,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,3.88,0765353709,9780765353702.0,eng,426.0,4789.0,83.0,8/29/2006;;
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.86,0441328008,9780441328000.0,eng,471.0,45388.0,644.0,8/15/1987;;
119,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,4.59,0618212906,9780618212903.0,eng,192.0,26153.0,102.0,6/12/2002;;
122,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9780345410054.0,eng,544.0,69167.0,4551.0,9/29/1996;;
123,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,0385732546,9780385732543.0,eng,291.0,45.0,13.0,9/13/2005;;
129,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,4.28,0785260056,9780785260059.0,en-US,256.0,16.0,1.0,11/1/2004;;
130,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,3.34,0471780936,9780471780939.0,eng,205.0,174.0,16.0,5/19/2006;;
131,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,3.67,0325001537,9780325001531.0,eng,240.0,10.0,0.0,2/7/2000;;
132,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,006076287X,9780060762872.0,eng,336.0,76.0,9.0,5/3/2005;;
133,eBay for Dummies,Marsha Collier,3.5,0470045299,9780470045299.0,eng,386.0,111.0,9.0,10/30/2006;;
135,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,0072262788,9780072262780.0,eng,260.0,24.0,0.0,1/24/2006;;
137,Starting an eBay Business for Dummies,Marsha Collier,3.55,0764569244,9780764569241.0,eng,384.0,55.0,4.0,9/17/2004;;
138,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,4.27,0471933821,9780471933823.0,eng,260.0,9.0,0.0,6/6/2006;;
139,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,0764559915,9780764559914.0,en-US,391.0,22.0,1.0,5/31/2004;;
140,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.89,0764584383,9780764584381.0,en-US,864.0,17.0,3.0,4/25/2005;;
141,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,0596523696,9780596523695.0,eng,873.0,166.0,4.0,7/29/2006;;
142,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,4.12,0806523492,9780806523491.0,eng,240.0,50.0,5.0,5/3/2005;;
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,0806525363,9780806525365.0,eng,206.0,13.0,2.0,5/3/2005;;
147,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,0596527314,9780596527310.0,eng,514.0,64.0,1.0,1/1/2007;;
151,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,0143035002,9780143035008.0,eng,838.0,16643.0,1851.0,5/31/2004;;
152,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,0451528611,9780451528612.0,eng,960.0,109420.0,5696.0,11/5/2002;;
153,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,0140449175,9780140449174.0,eng,837.0,2904.0,309.0,1/30/2003;;
154,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,3.85,0822001837,9780822001836.0,eng,80.0,16.0,3.0,11/26/1965;;
155,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,1593080271,9781593080273.0,eng,803.0,9564.0,726.0,7/1/2003;;
156,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,0486437965,9780486437965.0,eng,752.0,474.0,72.0,11/23/2004;;
157,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,1593081774,9781593081775.0,eng,803.0,303.0,48.0,8/26/2004;;
159,Dinner with Anna Karenina,Gloria Goldreich,2.99,0778322270,9780778322276.0,eng,360.0,411.0,65.0,1/28/2006;;
160,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,0521313252,9780521313254.0,eng,128.0,1204.0,33.0,11/26/1987;;
162,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,0140183957,9780140183955.0,eng,160.0,3429.0,279.0,7/3/1990;;
163,The Untouchable,John Banville,3.95,0679767479,9780679767473.0,eng,367.0,2163.0,216.0,6/30/1998;;
164,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9781568491981.0,eng,256.0,613.0,31.0,2/1/1996;;
165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,0743270797,9780743270793.0,en-US,320.0,308.0,40.0,9/27/2005;;
166,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,0932863051,9780932863058.0,eng,100.0,10.0,0.0,1/28/1995;;
168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,0742508803,9780742508804.0,eng,224.0,16.0,4.0,12/20/2000;;
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,0205358624,9780205358625.0,eng,216.0,10.0,0.0,9/22/2003;;
180,Wrinkles in Time,George Smoot/Keay Davidson,4.01,0380720442,9780380720446.0,eng,360.0,1035.0,23.0,10/1/1994;;
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,0821925326,9780821925324.0,eng,250.0,36.0,6.0,5/1/2002;;
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9780439271691.0,eng,32.0,15.0,0.0,1/1/2002;;
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,0606105263,9780606105262.0,spa,205.0,6.0,1.0,6/1/1984;;
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,0751506435,9780751506433.0,eng,367.0,376.0,17.0,6/1/1994;;
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9780060786717.0,eng,352.0,3086.0,237.0,1/3/2006;;
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,0743499344,9780743499347.0,en-US,320.0,352.0,44.0,11/1/2005;;
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,0765313405,9780765313409.0,eng,331.0,9852.0,633.0,3/7/2006;;
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9781400032495.0,eng,244.0,821.0,78.0,8/10/2004;;
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9781400032488.0,eng,215.0,731.0,72.0,3/8/2005;;
216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9781400032464.0,eng,191.0,2897.0,178.0,8/10/2004;;
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,0679732527,9780679732525.0,eng,144.0,98.0,11.0,10/3/1990;;
231,I am Charlotte Simmons,Tom Wolfe,3.42,0312424442,9780312424442.0,eng,738.0,20888.0,1688.0,8/30/2005;;
237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,0806930772,9780806930770.0,eng,48.0,66.0,19.0,10/1/2001;;
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,0140366601,9780140366600.0,eng,287.0,81.0,6.0,10/3/1996;;
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,0811201120,9780811201124.0,eng,217.0,981.0,52.0,2/1/1964;;
247,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9780802130167.0,eng,154.0,3381.0,141.0,1/13/1994;;
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,0802131786,9780802131782.0,eng,318.0,53206.0,2376.0,1/6/1994;;
250,Tropic of Capricorn,Henry Miller,3.78,0802151825,9780802151827.0,eng,348.0,14872.0,459.0,1/13/1994;;
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,0802151787,9780802151780.0,eng,316.0,3261.0,58.0,1/13/1994;;
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,0802151809,9780802151803.0,eng,506.0,7805.0,251.0,1/12/1994;;
253,The Air-Conditioned Nightmare,Henry Miller,3.83,0811201066,9780811201063.0,eng,292.0,2699.0,142.0,1/17/1970;;
264,The Portrait of a Lady,Henry James/Patricia Crick,3.78,0141439637,9780141439631.0,eng,797.0,61640.0,1951.0,9/30/2003;;
269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9781593080969.0,eng,635.0,392.0,41.0,1/16/2004;;
277,Writing,Marguerite Duras,3.75,1571290532,9781571290533.0,eng,91.0,778.0,44.0,5/6/1999;;
278,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9781565842212.0,eng,192.0,963.0,65.0,8/1/1994;;
280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,0394743040,9780394743042.0,en-US,181.0,2057.0,128.0,3/12/1986;;
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9781851681822.0,eng,178.0,203.0,8.0,7/1/1999;;
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9781566562492.0,eng,464.0,35.0,2.0,4/1/1998;;
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9780140195538.0,eng,102.0,328.0,16.0,1/1/1998;;
290,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,0394431243,9780394431246.0,eng,216.0,1308.0,82.0,2/21/1995;;
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,0806501901,9780806501901.0,eng,132.0,6432.0,517.0,3/3/2003;;
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,067943920X,9780679439202.0,eng,100.0,3015.0,217.0,6/14/2011;;
295,Treasure Island,Robert Louis Stevenson,3.83,0753453800,9780753453803.0,eng,311.0,318753.0,6734.0,9/15/2001;;
296,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9781402714573.0,en-US,213.0,420.0,42.0,10/1/2004;;
297,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9781416500292.0,eng,245.0,5967.0,276.0,6/1/2005;;
298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,0689854684,9780689854682.0,eng,64.0,104.0,14.0,7/1/2003;;
299,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,0517221144,9780517221143.0,en-US,272.0,56.0,4.0,9/3/2002;;
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9781577658054.0,eng,232.0,91.0,16.0,1/31/2006;;
313,100 Years of Lynchings,Ralph Ginzburg,4.61,0933121180,9780933121188.0,eng,270.0,88.0,4.0,11/22/1996;;
324,Cien años de soledad,Gabriel García Márquez,4.07,0785950109,9780785950103.0,spa,448.0,63.0,7.0,1/1/1990;;
330,On Beyond Zebra!,Dr. Seuss,4.04,0394800842,9780394800844.0,eng,64.0,2815.0,164.0,9/12/1955;;
332,The Wedding Clause,Debbie Raleigh,3.6,0821778250,9780821778258.0,eng,256.0,95.0,13.0,6/7/2005;;
333,The Zebra Wall,Kevin Henkes,3.44,0060733039,9780060733032.0,eng,147.0,217.0,24.0,2/15/2005;;
337,El perfume: Historia de un asesino,Patrick Süskind,4.02,8432216062,9788432216060.0,spa,239.0,4136.0,255.0,6/1/2002;;
348,The Door Into Summer,Robert A. Heinlein,4.01,0345413997,9780345413994.0,eng,304.0,17232.0,649.0,6/17/1997;;
350,Stranger in a Strange Land,Robert A. Heinlein,3.92,0441788386,9780441788385.0,eng,528.0,251872.0,6241.0,10/1/1991;;
354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,0441748600,9780441748600.0,en-US,434.0,10293.0,193.0,6/1/1988;;
355,Job: A Comedy of Justice,Robert A. Heinlein,3.78,0345316509,9780345316509.0,en-US,439.0,15970.0,438.0,10/12/1985;;
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,0765314932,9780765314932.0,eng,256.0,6898.0,200.0,8/8/2006;;
357,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,0671742515,9780671742515.0,en-US,307.0,67803.0,1401.0,2/15/1991;;
359,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,0345455290,9780345455291.0,eng,298.0,22091.0,746.0,4/26/2005;;
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,0345476514,9780345476517.0,eng,368.0,2623.0,49.0,12/27/2005;;
367,Douglas Adams's Starship Titanic,Terry Jones,3.6,0345368436,9780345368430.0,eng,256.0,885.0,84.0,10/27/1998;;
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9781417622856.0,eng,336.0,5.0,0.0,7/1/2003;;
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,0573650969,9780573650963.0,eng,72.0,100.0,13.0,1/12/2011;;
385,On Bullshit,Harry G. Frankfurt,3.57,0691122946,9780691122946.0,eng,67.0,9358.0,995.0,1/30/2005;;
386,Another Bullshit Night in Suck City,Nick Flynn,3.78,0393329402,9780393329407.0,eng,347.0,9318.0,907.0,9/12/2005;;
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,0671867423,9780671867423.0,en-US,317.0,120.0,15.0,6/12/1993;;
397,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,0395883970,9780395883976.0,eng,32.0,5239.0,76.0,2/2/1998;;
399,Underworld,Don DeLillo,3.92,0684848155,9780684848150.0,eng,827.0,1505.0,175.0,7/9/1998;;
400,Libra,Don DeLillo,3.99,0140156046,9780140156041.0,eng,480.0,11857.0,564.0,5/1/1991;;
403,Americana,Don DeLillo,3.43,0140119485,9780140119480.0,eng,377.0,393.0,55.0,7/6/1989;;
404,Running Dog,Don DeLillo,3.43,0679722947,9780679722946.0,eng,256.0,1356.0,72.0,7/17/1989;;
406,Cosmopolis,Don DeLillo,3.22,0743244257,9780743244251.0,eng,224.0,460.0,41.0,4/6/2004;;
407,Great Jones Street,Don DeLillo,3.48,0140179178,9780140179170.0,eng,272.0,2492.0,145.0,1/1/1994;;
408,The Names,Don DeLillo,3.64,0679722955,9780679722953.0,eng,339.0,3100.0,212.0,7/17/1989;;
409,Against the Day,Thomas Pynchon,4.13,159420120X,9781594201202.0,eng,1085.0,5296.0,587.0,11/21/2006;;
410,V.,Thomas Pynchon,3.96,0060930217,9780060930219.0,eng,547.0,1415.0,177.0,7/5/2005;;
411,The Crying of Lot 49,Thomas Pynchon,3.69,0060931671,9780060931674.0,eng,152.0,2161.0,230.0,4/1/1999;;
412,Gravity's Rainbow,Thomas Pynchon,4.01,0140283382,9780140283389.0,eng,784.0,762.0,213.0,1/1/2000;;
413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,0312423209,9780312423209.0,eng,773.0,8086.0,602.0,1/3/2004;;
414,Vineland,Thomas Pynchon,3.69,0141180633,9780141180632.0,en-US,385.0,702.0,69.0,9/1/1997;;
415,Gravity's Rainbow,Thomas Pynchon,4.01,0143039946,9780143039945.0,eng,776.0,29764.0,2164.0,10/31/2006;;
416,Slow Learner: Early Stories,Thomas Pynchon,3.5,0316724432,9780316724432.0,eng,193.0,334.0,34.0,4/30/1985;;
418,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,0140189300,9780140189308.0,eng,352.0,2473.0,220.0,8/29/1996;;
420,The Year of Magical Thinking,Joan Didion,3.89,140004314X,9781400043149.0,en-US,227.0,2656.0,336.0,10/4/2005;;
421,The White Album,Joan Didion,4.17,0374522219,9780374522216.0,eng,222.0,11889.0,738.0,10/1/1990;;
422,A Book of Common Prayer,Joan Didion,3.8,0679754865,9780679754862.0,eng,272.0,2962.0,255.0,4/11/1995;;
423,Where I Was From,Joan Didion,3.86,0679752862,9780679752868.0,eng,240.0,2842.0,292.0,9/14/2004;;
424,Slouching Towards Bethlehem,Joan Didion,4.21,0374521727,9780374521721.0,eng,238.0,26934.0,1825.0,10/1/1990;;
425,Democracy,Joan Didion,3.81,0679754857,9780679754855.0,en-US,234.0,2070.0,169.0,4/25/1995;;
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,0307264874,9780307264879.0,eng,1122.0,1564.0,108.0,10/17/2006;;
428,Play It As It Lays,Joan Didion/David Thomson,3.87,0374529949,9780374529949.0,eng,231.0,23656.0,1706.0,11/15/2005;;
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,0143039830,9780143039839.0,eng,308.0,43200.0,1873.0,3/28/2006;;
432,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,0140097317,9780140097313.0,eng,203.0,12410.0,734.0,4/7/1987;;
434,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,014009735X,9780140097351.0,eng,96.0,3672.0,195.0,7/7/1987;;
435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,0940650762,9780940650763.0,eng,179.0,2998.0,164.0,11/1/1986;;
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,0963188925,9780963188922.0,eng,256.0,74.0,2.0,1/1/1995;;
446,The Brooklyn Follies,Paul Auster,3.84,0312426232,9780312426231.0,eng,306.0,17977.0,1157.0,10/17/2006;;
